Perangkat Daerah,Dokumen,Jenis rekomendasi,Paket,Jumlah,Satuan,Status,Pagu anggaran,Tanggal Pengajuan,Tanggal Pemeriksaan,Durasi Proses
Badan Keuangan Daerah,"[{""id"":8226,""rekomendasi_id"":2366,""jenis_dokumen_id"":1,""no_surat"":""000.3\/46\/BKD\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_permohonan\/SP_Badan_Keuangan_Daerah_1700097940.pdf"",""barcode"":null,""created_at"":""2023-11-16T01:25:40.000000Z"",""updated_at"":""2023-11-16T01:25:40.000000Z""},{""id"":8290,""rekomendasi_id"":2366,""jenis_dokumen_id"":3,""no_surat"":""027.2\/431\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Badan_Keuangan_Daerah_2366.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-badan-keuangan-daerah-2366pdfqrcode.png"",""created_at"":""2023-11-21T00:40:45.000000Z"",""updated_at"":""2023-11-21T00:40:45.000000Z""},{""id"":8698,""rekomendasi_id"":2366,""jenis_dokumen_id"":5,""no_surat"":""000.3\/90\/BKD\/XII\/2023"",""tanggal_surat"":""2023-12-13"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Badan_Keuangan_Daerah_1702598486.pdf"",""barcode"":null,""created_at"":""2023-12-15T00:01:26.000000Z"",""updated_at"":""2023-12-15T00:01:26.000000Z""},{""id"":8707,""rekomendasi_id"":2366,""jenis_dokumen_id"":7,""no_surat"":""027.2\/431\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-15"",""file_surat"":""file_surat_pemeriksaan\/SHP_Badan_Keuangan_Daerah_2366.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-15T02:35:38.000000Z"",""updated_at"":""2023-12-15T02:35:38.000000Z""}]",Pengadaan Barang/Jasa,Access Point,8.0,Unit,Hasil pemeriksaan terbit,45200000,2023-11-16,2023-12-15,29
Badan Keuangan Daerah,"[{""id"":8227,""rekomendasi_id"":2367,""jenis_dokumen_id"":1,""no_surat"":""000.3\/46\/BKD\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_permohonan\/SP_Badan_Keuangan_Daerah_1700098156.pdf"",""barcode"":null,""created_at"":""2023-11-16T01:29:16.000000Z"",""updated_at"":""2023-11-16T01:29:16.000000Z""},{""id"":8289,""rekomendasi_id"":2367,""jenis_dokumen_id"":3,""no_surat"":""027.2\/430\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Badan_Keuangan_Daerah_2367.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-badan-keuangan-daerah-2367pdfqrcode.png"",""created_at"":""2023-11-21T00:39:42.000000Z"",""updated_at"":""2023-11-21T00:39:42.000000Z""},{""id"":8701,""rekomendasi_id"":2367,""jenis_dokumen_id"":5,""no_surat"":""000.3\/90\/BKD\/XII\/2023"",""tanggal_surat"":""2023-12-13"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Badan_Keuangan_Daerah_1702598708.pdf"",""barcode"":null,""created_at"":""2023-12-15T00:05:08.000000Z"",""updated_at"":""2023-12-15T00:05:08.000000Z""},{""id"":8706,""rekomendasi_id"":2367,""jenis_dokumen_id"":7,""no_surat"":""027.2\/430\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-15"",""file_surat"":""file_surat_pemeriksaan\/SHP_Badan_Keuangan_Daerah_2367.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-15T02:34:46.000000Z"",""updated_at"":""2023-12-15T02:34:46.000000Z""}]",Pengadaan Barang/Jasa,Hardisk External,2.0,Unit,Hasil pemeriksaan terbit,5000000,2023-11-16,2023-12-15,29
Badan Keuangan Daerah,"[{""id"":8228,""rekomendasi_id"":2368,""jenis_dokumen_id"":1,""no_surat"":""000.3\/46\/BKD\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_permohonan\/SP_Badan_Keuangan_Daerah_1700098506.pdf"",""barcode"":null,""created_at"":""2023-11-16T01:35:06.000000Z"",""updated_at"":""2023-11-16T01:35:06.000000Z""},{""id"":8288,""rekomendasi_id"":2368,""jenis_dokumen_id"":3,""no_surat"":""027.2\/429\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Badan_Keuangan_Daerah_2368.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-badan-keuangan-daerah-2368pdfqrcode.png"",""created_at"":""2023-11-21T00:38:36.000000Z"",""updated_at"":""2023-11-21T00:38:36.000000Z""},{""id"":8700,""rekomendasi_id"":2368,""jenis_dokumen_id"":5,""no_surat"":""000.3\/90\/BKD\/XII\/2023"",""tanggal_surat"":""2023-12-13"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Badan_Keuangan_Daerah_1702598673.pdf"",""barcode"":null,""created_at"":""2023-12-15T00:04:33.000000Z"",""updated_at"":""2023-12-15T00:04:33.000000Z""},{""id"":8705,""rekomendasi_id"":2368,""jenis_dokumen_id"":7,""no_surat"":""027.2\/429\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-15"",""file_surat"":""file_surat_pemeriksaan\/SHP_Badan_Keuangan_Daerah_2368.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-15T02:34:00.000000Z"",""updated_at"":""2023-12-15T02:34:00.000000Z""}]",Pengadaan Barang/Jasa,Perangkat Komputer Lainnya,1.0,Unit,Hasil pemeriksaan terbit,15000000,2023-11-16,2023-12-15,29
Dinas Pertanian,"[{""id"":8241,""rekomendasi_id"":2371,""jenis_dokumen_id"":1,""no_surat"":""000.9.2\/158\/DISTAN\/IX\/2023"",""tanggal_surat"":""2023-09-29"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Pertanian_1700114999.pdf"",""barcode"":null,""created_at"":""2023-11-16T06:09:59.000000Z"",""updated_at"":""2023-11-16T06:09:59.000000Z""},{""id"":8393,""rekomendasi_id"":2371,""jenis_dokumen_id"":3,""no_surat"":""027.2\/457\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-27"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Pertanian_2371.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-pertanian-2371pdfqrcode.png"",""created_at"":""2023-11-27T08:18:32.000000Z"",""updated_at"":""2023-11-27T08:18:32.000000Z""},{""id"":8521,""rekomendasi_id"":2371,""jenis_dokumen_id"":5,""no_surat"":""000.9.2\/158\/DISTAN\/IX\/2023"",""tanggal_surat"":""2023-09-29"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Pertanian_1701492031.pdf"",""barcode"":null,""created_at"":""2023-12-02T04:40:31.000000Z"",""updated_at"":""2023-12-02T04:40:31.000000Z""},{""id"":8640,""rekomendasi_id"":2371,""jenis_dokumen_id"":7,""no_surat"":""027.2\/457\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-11"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Pertanian_2371.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-11T05:44:27.000000Z"",""updated_at"":""2023-12-11T05:44:28.000000Z""}]",Pengadaan Barang/Jasa,UPS,2.0,Unit,Hasil pemeriksaan terbit,5400000,2023-11-16,2023-12-11,25
Kelurahan Mandalika,"[{""id"":8246,""rekomendasi_id"":2375,""jenis_dokumen_id"":1,""no_surat"":""091\/Kel-MDL\/XI\/2023"",""tanggal_surat"":""2023-11-16"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan_Mandalika_1700470029.pdf"",""barcode"":null,""created_at"":""2023-11-16T08:05:05.000000Z"",""updated_at"":""2023-11-20T08:47:09.000000Z""},{""id"":8344,""rekomendasi_id"":2375,""jenis_dokumen_id"":3,""no_surat"":""027.2\/441\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-24"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Mandalika_2375.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-mandalika-2375pdfqrcode.png"",""created_at"":""2023-11-23T23:59:12.000000Z"",""updated_at"":""2023-11-23T23:59:12.000000Z""},{""id"":8443,""rekomendasi_id"":2375,""jenis_dokumen_id"":5,""no_surat"":""97\/Kel-MDL\/XI\/2023"",""tanggal_surat"":""2023-11-29"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan_Mandalika_1701223151.pdf"",""barcode"":null,""created_at"":""2023-11-29T01:59:11.000000Z"",""updated_at"":""2023-11-29T01:59:11.000000Z""},{""id"":8477,""rekomendasi_id"":2375,""jenis_dokumen_id"":7,""no_surat"":""027.2\/441\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-30"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Mandalika_2375.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-11-30T04:00:23.000000Z"",""updated_at"":""2023-11-30T04:00:24.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,11100000,2023-11-16,2023-11-30,14
Dinas Perhubungan,"[{""id"":8247,""rekomendasi_id"":2376,""jenis_dokumen_id"":1,""no_surat"":""650\/017\/UPTD.PKB\/XI\/2023"",""tanggal_surat"":""2023-11-16"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Perhubungan_1700135413.pdf"",""barcode"":null,""created_at"":""2023-11-16T11:50:13.000000Z"",""updated_at"":""2023-11-16T11:50:13.000000Z""},{""id"":8286,""rekomendasi_id"":2376,""jenis_dokumen_id"":3,""no_surat"":""027.2\/427\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Perhubungan_2376.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-perhubungan-2376pdfqrcode.png"",""created_at"":""2023-11-21T00:36:04.000000Z"",""updated_at"":""2023-11-21T00:36:04.000000Z""},{""id"":8633,""rekomendasi_id"":2376,""jenis_dokumen_id"":5,""no_surat"":""650\/010\/UPTD-PKB\/XII\/2023"",""tanggal_surat"":""2023-12-11"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Perhubungan_1702264188.pdf"",""barcode"":null,""created_at"":""2023-12-11T03:09:48.000000Z"",""updated_at"":""2023-12-11T03:09:48.000000Z""},{""id"":8692,""rekomendasi_id"":2376,""jenis_dokumen_id"":7,""no_surat"":""027.2\/427\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-14"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Perhubungan_2376.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-14T04:12:30.000000Z"",""updated_at"":""2023-12-14T04:12:30.000000Z""}]",Pengadaan Barang/Jasa,Server,1.0,Unit,Hasil pemeriksaan terbit,55000000,2023-11-16,2023-12-14,28
Dinas Perhubungan,"[{""id"":8261,""rekomendasi_id"":2377,""jenis_dokumen_id"":1,""no_surat"":""000.3.1\/201\/DISHUB\/XI\/2023"",""tanggal_surat"":""2023-11-16"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Perhubungan_1700193604.pdf"",""barcode"":null,""created_at"":""2023-11-17T00:59:11.000000Z"",""updated_at"":""2023-11-17T04:00:04.000000Z""},{""id"":8285,""rekomendasi_id"":2377,""jenis_dokumen_id"":3,""no_surat"":""027.2\/426\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Perhubungan_2377.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-perhubungan-2377pdfqrcode.png"",""created_at"":""2023-11-21T00:35:13.000000Z"",""updated_at"":""2023-11-21T00:35:13.000000Z""},{""id"":8422,""rekomendasi_id"":2377,""jenis_dokumen_id"":5,""no_surat"":""000.3.1\/224.b\/Dishub\/XI\/2023"",""tanggal_surat"":""2023-11-28"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Perhubungan_1701144935.pdf"",""barcode"":null,""created_at"":""2023-11-28T04:15:35.000000Z"",""updated_at"":""2023-11-28T04:15:35.000000Z""},{""id"":8469,""rekomendasi_id"":2377,""jenis_dokumen_id"":7,""no_surat"":""027.2\/426\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-30"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Perhubungan_2377.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-11-30T02:15:41.000000Z"",""updated_at"":""2023-11-30T02:15:41.000000Z""}]",Pengadaan Barang/Jasa,PC,1.0,Unit,Hasil pemeriksaan terbit,15000000,2023-11-17,2023-11-30,13
Puskesmas Pagesangan,"[{""id"":8268,""rekomendasi_id"":2378,""jenis_dokumen_id"":1,""no_surat"":""800\/533\/PKM.PGS\/XI\/2023"",""tanggal_surat"":""2023-11-18"",""file_surat"":""file_surat_permohonan\/SP_Puskesmas_Pagesangan_1700288135.pdf"",""barcode"":null,""created_at"":""2023-11-18T06:15:35.000000Z"",""updated_at"":""2023-11-18T06:15:35.000000Z""},{""id"":8291,""rekomendasi_id"":2378,""jenis_dokumen_id"":3,""no_surat"":""027.2\/432\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Puskesmas_Pagesangan_2378.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-puskesmas-pagesangan-2378pdfqrcode.png"",""created_at"":""2023-11-21T00:41:35.000000Z"",""updated_at"":""2023-11-21T00:41:35.000000Z""},{""id"":8581,""rekomendasi_id"":2378,""jenis_dokumen_id"":5,""no_surat"":""800\/596\/PKM.PGS\/XII\/2023"",""tanggal_surat"":""2023-12-04"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Puskesmas_Pagesangan_1701838407.pdf"",""barcode"":null,""created_at"":""2023-12-06T04:53:27.000000Z"",""updated_at"":""2023-12-06T04:53:27.000000Z""},{""id"":8631,""rekomendasi_id"":2378,""jenis_dokumen_id"":7,""no_surat"":""027.2\/432\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-11"",""file_surat"":""file_surat_pemeriksaan\/SHP_Puskesmas_Pagesangan_2378.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-11T02:45:23.000000Z"",""updated_at"":""2023-12-11T02:45:24.000000Z""}]",Pengadaan Barang/Jasa,PC,2.0,Unit,Hasil pemeriksaan terbit,11000000,2023-11-18,2023-12-11,23
Puskesmas Pagesangan,"[{""id"":8269,""rekomendasi_id"":2379,""jenis_dokumen_id"":1,""no_surat"":""833\/533\/PKM.PGS\/XI\/2023"",""tanggal_surat"":""2023-11-18"",""file_surat"":""file_surat_permohonan\/SP_Puskesmas_Pagesangan_1700288522.pdf"",""barcode"":null,""created_at"":""2023-11-18T06:22:02.000000Z"",""updated_at"":""2023-11-18T06:22:02.000000Z""},{""id"":8292,""rekomendasi_id"":2379,""jenis_dokumen_id"":3,""no_surat"":""027.2\/433\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Puskesmas_Pagesangan_2379.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-puskesmas-pagesangan-2379pdfqrcode.png"",""created_at"":""2023-11-21T00:42:28.000000Z"",""updated_at"":""2023-11-21T00:42:28.000000Z""},{""id"":8580,""rekomendasi_id"":2379,""jenis_dokumen_id"":5,""no_surat"":""800\/596\/PKM.PGS\/XII\/2023"",""tanggal_surat"":""2023-12-04"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Puskesmas_Pagesangan_1701838259.pdf"",""barcode"":null,""created_at"":""2023-12-06T04:50:59.000000Z"",""updated_at"":""2023-12-06T04:50:59.000000Z""},{""id"":8629,""rekomendasi_id"":2379,""jenis_dokumen_id"":7,""no_surat"":""027.2\/433\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-11"",""file_surat"":""file_surat_pemeriksaan\/SHP_Puskesmas_Pagesangan_2379.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-11T02:38:45.000000Z"",""updated_at"":""2023-12-11T02:38:45.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,10000000,2023-11-18,2023-12-11,23
Puskesmas Pagesangan,"[{""id"":8270,""rekomendasi_id"":2380,""jenis_dokumen_id"":1,""no_surat"":""800\/533\/PKM.PGS\/XI\/2023"",""tanggal_surat"":""2023-11-18"",""file_surat"":""file_surat_permohonan\/SP_Puskesmas_Pagesangan_1700288795.pdf"",""barcode"":null,""created_at"":""2023-11-18T06:26:35.000000Z"",""updated_at"":""2023-11-18T06:26:35.000000Z""},{""id"":8293,""rekomendasi_id"":2380,""jenis_dokumen_id"":3,""no_surat"":""027.2\/434\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Puskesmas_Pagesangan_2380.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-puskesmas-pagesangan-2380pdfqrcode.png"",""created_at"":""2023-11-21T00:43:28.000000Z"",""updated_at"":""2023-11-21T00:43:28.000000Z""},{""id"":8529,""rekomendasi_id"":2380,""jenis_dokumen_id"":5,""no_surat"":""800\/596\/PKM.PGS\/XII\/2023"",""tanggal_surat"":""2023-12-04"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Puskesmas_Pagesangan_1701667283.pdf"",""barcode"":null,""created_at"":""2023-12-04T05:21:23.000000Z"",""updated_at"":""2023-12-04T05:21:23.000000Z""},{""id"":8552,""rekomendasi_id"":2380,""jenis_dokumen_id"":7,""no_surat"":""027.2\/434\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-05"",""file_surat"":""file_surat_pemeriksaan\/SHP_Puskesmas_Pagesangan_2380.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-05T02:50:37.000000Z"",""updated_at"":""2023-12-05T02:50:37.000000Z""}]",Pengadaan Barang/Jasa,Proyektor/LCD,1.0,Unit,Hasil pemeriksaan terbit,7000000,2023-11-18,2023-12-05,17
Puskesmas Pagesangan,"[{""id"":8271,""rekomendasi_id"":2381,""jenis_dokumen_id"":1,""no_surat"":""800\/533\/PKM.PGS\/XI\/2023"",""tanggal_surat"":""2023-11-18"",""file_surat"":""file_surat_permohonan\/SP_Puskesmas_Pagesangan_1700289089.pdf"",""barcode"":null,""created_at"":""2023-11-18T06:31:29.000000Z"",""updated_at"":""2023-11-18T06:31:29.000000Z""},{""id"":8294,""rekomendasi_id"":2381,""jenis_dokumen_id"":3,""no_surat"":""027.2\/435\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Puskesmas_Pagesangan_2381.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-puskesmas-pagesangan-2381pdfqrcode.png"",""created_at"":""2023-11-21T00:44:19.000000Z"",""updated_at"":""2023-11-21T00:44:19.000000Z""},{""id"":8534,""rekomendasi_id"":2381,""jenis_dokumen_id"":5,""no_surat"":""800\/596\/PKM.PGS\/XII\/2023"",""tanggal_surat"":""2023-12-04"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Puskesmas_Pagesangan_1701678965.pdf"",""barcode"":null,""created_at"":""2023-12-04T08:36:05.000000Z"",""updated_at"":""2023-12-04T08:36:05.000000Z""},{""id"":8551,""rekomendasi_id"":2381,""jenis_dokumen_id"":7,""no_surat"":""027.2\/435\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-05"",""file_surat"":""file_surat_pemeriksaan\/SHP_Puskesmas_Pagesangan_2381.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-05T02:48:26.000000Z"",""updated_at"":""2023-12-05T02:48:26.000000Z""}]",Pengadaan Barang/Jasa,Scanner,2.0,Unit,Hasil pemeriksaan terbit,6000000,2023-11-18,2023-12-05,17
Puskesmas Pagesangan,"[{""id"":8273,""rekomendasi_id"":2383,""jenis_dokumen_id"":1,""no_surat"":""800\/533\/PKM.PGS\/XI\/2023"",""tanggal_surat"":""2023-11-18"",""file_surat"":""file_surat_permohonan\/SP_Puskesmas_Pagesangan_1700289526.pdf"",""barcode"":null,""created_at"":""2023-11-18T06:38:46.000000Z"",""updated_at"":""2023-11-18T06:38:46.000000Z""},{""id"":8295,""rekomendasi_id"":2383,""jenis_dokumen_id"":3,""no_surat"":""027.2\/436\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Puskesmas_Pagesangan_2383.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-puskesmas-pagesangan-2383pdfqrcode.png"",""created_at"":""2023-11-21T00:45:09.000000Z"",""updated_at"":""2023-11-21T00:45:09.000000Z""},{""id"":8620,""rekomendasi_id"":2383,""jenis_dokumen_id"":5,""no_surat"":""800\/608\/PKM.PGS\/XII\/2023"",""tanggal_surat"":""2023-12-09"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Puskesmas_Pagesangan_1702087806.pdf"",""barcode"":null,""created_at"":""2023-12-09T02:10:06.000000Z"",""updated_at"":""2023-12-09T02:10:06.000000Z""},{""id"":8635,""rekomendasi_id"":2383,""jenis_dokumen_id"":7,""no_surat"":""027.2\/436\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-11"",""file_surat"":""file_surat_pemeriksaan\/SHP_Puskesmas_Pagesangan_2383.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-11T03:53:15.000000Z"",""updated_at"":""2023-12-11T03:53:15.000000Z""}]",Pengadaan Barang/Jasa,PC,1.0,Unit,Hasil pemeriksaan terbit,14750000,2023-11-18,2023-12-11,23
Puskesmas Pagesangan,"[{""id"":8274,""rekomendasi_id"":2384,""jenis_dokumen_id"":1,""no_surat"":""800\/533\/PKM.PGS\/XI\/2023"",""tanggal_surat"":""2023-11-18"",""file_surat"":""file_surat_permohonan\/SP_Puskesmas_Pagesangan_1700289682.pdf"",""barcode"":null,""created_at"":""2023-11-18T06:41:22.000000Z"",""updated_at"":""2023-11-18T06:41:22.000000Z""},{""id"":8296,""rekomendasi_id"":2384,""jenis_dokumen_id"":3,""no_surat"":""027.2\/437\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-21"",""file_surat"":""file_surat_rekomendasi\/SR_Puskesmas_Pagesangan_2384.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-puskesmas-pagesangan-2384pdfqrcode.png"",""created_at"":""2023-11-21T00:46:04.000000Z"",""updated_at"":""2023-11-21T00:46:04.000000Z""},{""id"":8619,""rekomendasi_id"":2384,""jenis_dokumen_id"":5,""no_surat"":""800\/606\/PKM.PGS\/XII\/2023"",""tanggal_surat"":""2023-12-08"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Puskesmas_Pagesangan_1702087325.pdf"",""barcode"":null,""created_at"":""2023-12-09T02:02:05.000000Z"",""updated_at"":""2023-12-09T02:02:05.000000Z""},{""id"":8630,""rekomendasi_id"":2384,""jenis_dokumen_id"":7,""no_surat"":""027.2\/437\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-11"",""file_surat"":""file_surat_pemeriksaan\/SHP_Puskesmas_Pagesangan_2384.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-11T02:39:48.000000Z"",""updated_at"":""2023-12-11T02:39:49.000000Z""}]",Pengadaan Barang/Jasa,CCTV,1.0,Paket,Hasil pemeriksaan terbit,15000000,2023-11-18,2023-12-11,23
